Entity,Code,Year,"Homicide rate per 100,000 population",World region according to OWID
French Guiana,GUF,2020,13.38809,South America
French Polynesia,PYF,2006,1.139718,Oceania
French Polynesia,PYF,2007,2.6272528,Oceania
French Polynesia,PYF,2008,3.3534665,Oceania
French Polynesia,PYF,2009,0.371083,Oceania
Georgia,GEO,1990,4.955158,Asia
Georgia,GEO,1991,7.788814,Asia
Georgia,GEO,1992,14.544254,Asia
Georgia,GEO,1993,16.9538,Asia
Georgia,GEO,1994,11.454001,Asia
Georgia,GEO,1995,7.9378886,Asia
Georgia,GEO,1996,5.610069,Asia
Georgia,GEO,1997,6.0698266,Asia
Georgia,GEO,1998,5.3097916,Asia
Georgia,GEO,1999,5.4762754,Asia
Georgia,GEO,2000,5.521724,Asia
Georgia,GEO,2001,6.2475705,Asia
Georgia,GEO,2002,7.0739064,Asia
Georgia,GEO,2004,7.347007,Asia
Georgia,GEO,2005,10.00961,Asia
Georgia,GEO,2006,8.081887,Asia
Georgia,GEO,2007,8.317391,Asia
Georgia,GEO,2008,6.673102,Asia
Georgia,GEO,2009,5.358591,Asia
Georgia,GEO,2010,4.7998877,Asia
Georgia,GEO,2016,1.0284655,Asia
Georgia,GEO,2017,2.3992455,Asia
Georgia,GEO,2018,2.345267,Asia
Georgia,GEO,2019,2.028065,Asia
Germany,DEU,1990,1.1680138,Europe
Germany,DEU,1991,1.403431,Europe
Germany,DEU,1992,1.4307796,Europe
Germany,DEU,1993,1.6542562,Europe
Germany,DEU,1994,2.3834093,Europe
Germany,DEU,1995,2.4774477,Europe
Germany,DEU,1996,2.337619,Europe
Germany,DEU,1997,2.1847408,Europe
Germany,DEU,1998,1.9533741,Europe
Germany,DEU,1999,1.6234424,Europe
Germany,DEU,2000,1.6675376,Europe
Germany,DEU,2001,1.4414061,Europe
Germany,DEU,2002,1.4280783,Europe
Germany,DEU,2003,1.3359864,Europe
Germany,DEU,2004,1.3545661,Europe
Germany,DEU,2005,1.2724456,Europe
Germany,DEU,2006,1.2092731,Europe
Germany,DEU,2007,1.0922705,Europe
Germany,DEU,2008,1.0245248,Europe
Germany,DEU,2009,0.9921507,Europe
Germany,DEU,2010,0.98106015,Europe
Germany,DEU,2011,0.9127126,Europe
Germany,DEU,2012,0.8144209,Europe
Germany,DEU,2013,0.8415433,Europe
Germany,DEU,2014,0.8798654,Europe
Germany,DEU,2015,0.8309215,Europe
Germany,DEU,2016,1.1636041,Europe
Germany,DEU,2017,0.97829217,Europe
Germany,DEU,2018,0.94520104,Europe
Germany,DEU,2019,0.7455793,Europe
Germany,DEU,2020,0.9350856,Europe
Germany,DEU,2021,0.83037543,Europe
Germany,DEU,2022,0.8158292,Europe
Germany,DEU,2023,0.9107228,Europe
Ghana,GHA,2001,2.1470647,Africa
Ghana,GHA,2002,1.9344517,Africa
Ghana,GHA,2003,2.047265,Africa
Ghana,GHA,2004,2.066919,Africa
Ghana,GHA,2005,1.7506006,Africa
Ghana,GHA,2006,1.7881399,Africa
Ghana,GHA,2007,1.6876546,Africa
Ghana,GHA,2008,1.7731998,Africa
Ghana,GHA,2009,1.7174346,Africa
Ghana,GHA,2010,1.6565263,Africa
Ghana,GHA,2011,1.6209947,Africa
Ghana,GHA,2012,2.0946898,Africa
Ghana,GHA,2013,2.011963,Africa
Ghana,GHA,2014,1.9364092,Africa
Ghana,GHA,2015,1.829519,Africa
Ghana,GHA,2016,1.8700986,Africa
Ghana,GHA,2017,2.029435,Africa
Ghana,GHA,2018,1.6319824,Africa
Ghana,GHA,2019,1.8266771,Africa
Ghana,GHA,2020,1.7404771,Africa
Ghana,GHA,2021,1.8543197,Africa
Ghana,GHA,2022,1.8311177,Africa
Gibraltar,GIB,2009,0,Europe
Gibraltar,GIB,2010,3.2002048,Europe
Gibraltar,GIB,2024,0,Europe
Greece,GRC,1990,1.0137948,Europe
Greece,GRC,1991,1.3389422,Europe
Greece,GRC,1992,1.3224072,Europe
Greece,GRC,1993,1.4405416,Europe
Greece,GRC,1994,1.27075,Europe
Greece,GRC,1995,1.4354657,Europe
Greece,GRC,1996,1.5988526,Europe
Greece,GRC,1997,1.9110694,Europe
Greece,GRC,1998,1.6486487,Europe
Greece,GRC,1999,1.444824,Europe
Greece,GRC,2001,1.2173569,Europe
Greece,GRC,2002,0.8631546,Europe
Greece,GRC,2004,1.0139426,Europe
Greece,GRC,2005,1.2020398,Europe
Greece,GRC,2006,0.9985382,Europe
Greece,GRC,2007,1.1769247,Europe
Greece,GRC,2008,1.300006,Europe
Greece,GRC,2009,1.3683747,Europe
Greece,GRC,2010,1.5820694,Europe
Greece,GRC,2011,1.656338,Europe
Greece,GRC,2012,1.502494,Europe
Greece,GRC,2013,1.3950256,Europe
Greece,GRC,2014,0.9822672,Europe
Greece,GRC,2015,0.8594477,Europe
Greece,GRC,2016,0.7795459,Europe
Greece,GRC,2017,0.79973716,Europe
Greece,GRC,2018,0.9225743,Europe
Greece,GRC,2019,0.72770864,Europe
Greece,GRC,2020,0.72901493,Europe
Greece,GRC,2021,0.84124476,Europe
Greece,GRC,2022,1.1236516,Europe
Greece,GRC,2023,0.8396053,Europe
Greenland,GRL,1992,23.317131,North America
Greenland,GRL,1993,21.521383,North America
Greenland,GRL,1994,10.762332,North America
Greenland,GRL,1995,19.699316,North America
Greenland,GRL,1996,5.3572383,North America
Greenland,GRL,1997,19.608017,North America
Greenland,GRL,1998,10.685759,North America
Greenland,GRL,1999,19.597538,North America
Greenland,GRL,2000,23.128174,North America
Greenland,GRL,2001,30.135967,North America
Greenland,GRL,2002,21.20441,North America
Greenland,GRL,2003,8.808787,North America
Greenland,GRL,2004,19.329954,North America
Greenland,GRL,2005,17.559416,North America
Greenland,GRL,2006,14.064079,North America
Greenland,GRL,2007,14.088972,North America
Greenland,GRL,2008,14.119059,North America
Greenland,GRL,2009,17.692383,North America
Greenland,GRL,2010,19.429651,North America
Greenland,GRL,2011,1.7594947,North America
Greenland,GRL,2012,14.089965,North America
Greenland,GRL,2013,12.386531,North America
Greenland,GRL,2014,7.1208587,North America
Greenland,GRL,2015,7.1401796,North America
Greenland,GRL,2016,5.3513136,North America
Grenada,GRD,2000,13.959851,North America
Grenada,GRD,2001,5.5562243,North America
Grenada,GRD,2002,12.914593,North America
Grenada,GRD,2003,8.265677,North America
Grenada,GRD,2004,5.4883485,North America
Grenada,GRD,2005,10.024195,North America
Grenada,GRD,2006,10.895768,North America
Grenada,GRD,2007,9.952815,North America
Grenada,GRD,2008,14.427933,North America
Grenada,GRD,2009,6.2919087,North America
Grenada,GRD,2010,8.961698,North America
Grenada,GRD,2011,3.5689113,North America
Grenada,GRD,2012,12.414154,North America
Grenada,GRD,2013,5.286949,North America
Grenada,GRD,2014,7.0094585,North America
Grenada,GRD,2015,5.2321324,North America
Grenada,GRD,2016,9.554417,North America
Grenada,GRD,2017,10.39519,North America
Grenada,GRD,2018,10.3724575,North America
Grenada,GRD,2019,13.795303,North America
Grenada,GRD,2020,12.033591,North America
Grenada,GRD,2021,4.2849493,North America
Grenada,GRD,2022,6.8426948,North America
Grenada,GRD,2023,13.665752,North America
Guadeloupe,GLP,2004,6.328282,North America
Guadeloupe,GLP,2005,5.636198,North America
Guadeloupe,GLP,2006,5.893635,North America
Guadeloupe,GLP,2007,7.10269,North America
Guadeloupe,GLP,2008,7.8243628,North America
Guadeloupe,GLP,2009,8.802128,North America
Guadeloupe,GLP,2011,6.6006036,North America
Guadeloupe,GLP,2012,7.5766373,North America
Guadeloupe,GLP,2013,8.570837,North America
Guadeloupe,GLP,2014,5.1642666,North America
Guadeloupe,GLP,2015,9.654648,North America
Guadeloupe,GLP,2016,5.684156,North America
Guam,GUM,2000,1.2494924,Oceania
Guam,GUM,2001,4.9587955,Oceania
Guam,GUM,2002,1.232172,Oceania
Guam,GUM,2003,4.9038687,Oceania
Guam,GUM,2004,5.494187,Oceania
Guam,GUM,2005,4.2588015,Oceania
Guam,GUM,2006,6.673178,Oceania
Guam,GUM,2007,0.6050815,Oceania
Guam,GUM,2008,0.6035258,Oceania
Guam,GUM,2009,3.0089123,Oceania
Guam,GUM,2010,1.8015692,Oceania
Guam,GUM,2011,2.401782,Oceania
Guam,GUM,2019,4.326115,Oceania
Guatemala,GTM,1992,28.029041,North America
Guatemala,GTM,1993,33.03762,North America
Guatemala,GTM,1994,32.249016,North America
Guatemala,GTM,1995,31.610601,North America
Guatemala,GTM,1996,34.194653,North America
Guatemala,GTM,1997,36.82161,North America
Guatemala,GTM,1998,29.715027,North America
Guatemala,GTM,1999,23.242653,North America
Guatemala,GTM,2000,24.825623,North America
Guatemala,GTM,2001,26.98543,North America
Guatemala,GTM,2002,29.648281,North America
Guatemala,GTM,2003,33.82607,North America
Guatemala,GTM,2004,35.190586,North America
Guatemala,GTM,2005,40.78661,North America
Guatemala,GTM,2006,44.024822,North America
Guatemala,GTM,2007,42.34532,North America
Guatemala,GTM,2008,45.15193,North America
Guatemala,GTM,2009,45.71031,North America
Guatemala,GTM,2010,41.10313,North America
Guatemala,GTM,2011,38.40557,North America
Guatemala,GTM,2012,34.1625,North America
Guatemala,GTM,2013,33.50157,North America
Guatemala,GTM,2014,33.49759,North America
Guatemala,GTM,2017,32.805473,North America
Guatemala,GTM,2018,28.903543,North America
Guatemala,GTM,2019,25.941599,North America
Guatemala,GTM,2020,18.188286,North America
Guatemala,GTM,2021,20.24587,North America
Guatemala,GTM,2022,22.04744,North America
Guatemala,GTM,2023,23.365726,North America
Guinea-Bissau,GNB,2016,3.4936528,Africa
Guinea-Bissau,GNB,2017,1.118764,Africa
Guyana,GUY,1990,12.001704,South America
Guyana,GUY,1991,25.67322,South America
Guyana,GUY,1992,14.001661,South America
Guyana,GUY,1993,15.538581,South America
Guyana,GUY,1994,14.289088,South America
Guyana,GUY,1995,14.3726,South America
Guyana,GUY,1996,11.570939,South America
Guyana,GUY,1997,11.413661,South America
Guyana,GUY,1998,14.798605,South America
Guyana,GUY,1999,11.903469,South America
Guyana,GUY,2000,9.936823,South America
Guyana,GUY,2001,10.4646635,South America
Guyana,GUY,2002,18.725807,South America
Guyana,GUY,2003,27.388231,South America
Guyana,GUY,2004,17.182177,South America
Guyana,GUY,2005,18.661768,South America
Guyana,GUY,2006,20.158993,South America
Guyana,GUY,2007,15.194345,South America
Guyana,GUY,2008,20.938065,South America
Guyana,GUY,2009,15.556566,South America
Guyana,GUY,2010,18.68519,South America
Guyana,GUY,2011,17.4227,South America
Guyana,GUY,2012,18.625505,South America
Guyana,GUY,2013,20.666075,South America
Guyana,GUY,2014,19.755274,South America
Guyana,GUY,2015,19.636759,South America
Guyana,GUY,2016,18.59739,South America
Guyana,GUY,2017,14.964635,South America
Guyana,GUY,2018,14.023022,South America
Guyana,GUY,2019,16.838665,South America
Guyana,GUY,2020,19.44317,South America
Guyana,GUY,2021,16.06412,South America
Guyana,GUY,2022,15.943781,South America
Guyana,GUY,2023,19.120157,South America
Haiti,HTI,2007,5.1849422,North America
Haiti,HTI,2008,5.2251787,North America
Haiti,HTI,2009,6.171578,North America
Haiti,HTI,2010,6.905842,North America
Haiti,HTI,2011,9.218446,North America
Haiti,HTI,2012,10.258427,North America
Haiti,HTI,2013,10.163991,North America
Haiti,HTI,2014,9.447391,North America
Haiti,HTI,2015,10.177472,North America
Haiti,HTI,2016,9.633174,North America
Haiti,HTI,2018,6.777736,North America
Haiti,HTI,2020,11.384003,North America
Haiti,HTI,2021,14.1983185,North America
Haiti,HTI,2022,18.976658,North America
Haiti,HTI,2023,41.15181,North America
Honduras,HND,1990,9.949483,North America
Honduras,HND,1991,13.735788,North America
Honduras,HND,1992,18.118538,North America
Honduras,HND,1993,23.095432,North America
Honduras,HND,1994,30.155447,North America
Honduras,HND,1995,26.726427,North America
Honduras,HND,1999,40.04398,North America
Honduras,HND,2000,48.28382,North America
Honduras,HND,2001,51.612957,North America
Honduras,HND,2002,52.2132,North America
Honduras,HND,2003,57.21138,North America
Honduras,HND,2004,49.856182,North America
Honduras,HND,2005,42.950626,North America
Honduras,HND,2006,40.7218,North America
Honduras,HND,2007,45.79569,North America
Honduras,HND,2008,55.60002,North America
Honduras,HND,2009,64.469666,North America
Honduras,HND,2010,74.54089,North America
Honduras,HND,2011,83.17934,North America
Honduras,HND,2012,82.294174,North America
Honduras,HND,2013,72.34559,North America
Honduras,HND,2014,64.99967,North America
Honduras,HND,2015,55.73054,North America
Honduras,HND,2016,54.71517,North America
Honduras,HND,2017,40.2998,North America
Honduras,HND,2018,37.981773,North America
Honduras,HND,2019,41.011166,North America
Honduras,HND,2020,35.70285,North America
Honduras,HND,2021,38.202595,North America
Honduras,HND,2022,34.967934,North America
Honduras,HND,2023,31.442432,North America
Hong Kong,HKG,1990,2.4637642,Asia
Hong Kong,HKG,1991,1.6346564,Asia
Hong Kong,HKG,1992,1.8751444,Asia
Hong Kong,HKG,1993,1.4570066,Asia
Hong Kong,HKG,1994,1.5888091,Asia
Hong Kong,HKG,1995,1.1817837,Asia
Hong Kong,HKG,1996,1.2217444,Asia
Hong Kong,HKG,1997,1.5896087,Asia
Hong Kong,HKG,1998,0.98139423,Asia
Hong Kong,HKG,1999,0.9521615,Asia
Hong Kong,HKG,2000,0.6413446,Asia
Hong Kong,HKG,2001,0.9742792,Asia
Hong Kong,HKG,2002,1.0115213,Asia
Hong Kong,HKG,2003,0.75813836,Asia
Hong Kong,HKG,2004,0.6532946,Asia
Hong Kong,HKG,2005,0.49214834,Asia
Hong Kong,HKG,2006,0.5049711,Asia
Hong Kong,HKG,2007,0.2581998,Asia
Hong Kong,HKG,2008,0.51277024,Asia
Hong Kong,HKG,2009,0.6653015,Asia
Hong Kong,HKG,2010,0.4928455,Asia
Hong Kong,HKG,2011,0.23799625,Asia
Hong Kong,HKG,2012,0.37494475,Asia
Hong Kong,HKG,2013,0.85348487,Asia
Hong Kong,HKG,2014,0.36887762,Asia
Hong Kong,HKG,2015,0.29865295,Asia
Hong Kong,HKG,2016,0.37796926,Asia
Hong Kong,HKG,2017,0.3223687,Asia
Hong Kong,HKG,2018,0.6424676,Asia
Hong Kong,HKG,2019,0.32060647,Asia
Hong Kong,HKG,2020,0.29371575,Asia
Hong Kong,HKG,2021,0.3072976,Asia
Hong Kong,HKG,2022,0.40182617,Asia
Hong Kong,HKG,2023,0.3762058,Asia
Hungary,HUN,1990,1.9361773,Europe
Hungary,HUN,1991,2.9581306,Europe
Hungary,HUN,1992,2.9407585,Europe
Hungary,HUN,1993,2.8773172,Europe
Hungary,HUN,1994,3.0270977,Europe
Hungary,HUN,1995,2.8674424,Europe
Hungary,HUN,1996,2.6304972,Europe
Hungary,HUN,1997,2.8116665,Europe
Hungary,HUN,1998,2.81904,Europe
Hungary,HUN,1999,2.4755876,Europe
Hungary,HUN,2000,2.011658,Europe
Hungary,HUN,2001,2.498355,Europe
Hungary,HUN,2002,2.0022755,Europe
Hungary,HUN,2003,2.2554243,Europe
Hungary,HUN,2004,2.0722222,Europe
Hungary,HUN,2005,1.6292945,Europe
Hungary,HUN,2006,1.731353,Europe
Hungary,HUN,2007,1.5347693,Europe
Hungary,HUN,2008,1.8069901,Europe
Hungary,HUN,2009,1.3898085,Europe
Hungary,HUN,2010,1.3828863,Europe
Hungary,HUN,2011,1.4577733,Europe
Hungary,HUN,2012,1.2504257,Europe
Hungary,HUN,2013,1.5572313,Europe
Hungary,HUN,2014,1.4803035,Europe
Hungary,HUN,2015,2.246115,Europe
Hungary,HUN,2016,2.0590117,Europe
Hungary,HUN,2017,1.6350548,Europe
Hungary,HUN,2018,0.87985,Europe
Hungary,HUN,2019,0.6652784,Europe
Hungary,HUN,2020,0.82055855,Europe
Hungary,HUN,2021,0.77257067,Europe
Hungary,HUN,2022,0.9706426,Europe
Hungary,HUN,2023,0.722658,Europe
Iceland,ISL,1994,0,Europe
Iceland,ISL,1995,0,Europe
Iceland,ISL,1996,0.3718025,Europe
Iceland,ISL,1997,0.73750526,Europe
Iceland,ISL,1998,0,Europe
Iceland,ISL,1999,0.7208558,Europe
Iceland,ISL,2000,1.7775881,Europe
Iceland,ISL,2001,0.35081258,Europe
Iceland,ISL,2002,1.3907868,Europe
Iceland,ISL,2005,1.0106642,Europe
Iceland,ISL,2006,0,Europe
Iceland,ISL,2007,0.6417445,Europe
Iceland,ISL,2008,0,Europe
Iceland,ISL,2009,0.31386137,Europe
Iceland,ISL,2010,0.6286185,Europe
Iceland,ISL,2011,0.94003516,Europe
Iceland,ISL,2012,0.31168136,Europe
Iceland,ISL,2013,0.30875108,Europe
Iceland,ISL,2014,0.30533186,Europe
Iceland,ISL,2015,0.9064772,Europe
Iceland,ISL,2016,0.2979973,Europe
Iceland,ISL,2017,0.8732824,Europe
Iceland,ISL,2018,0.85021,Europe
Iceland,ISL,2019,0.27723908,Europe
Iceland,ISL,2020,1.3638322,Europe
Iceland,ISL,2021,0.536706,Europe
Iceland,ISL,2022,1.0516478,Europe
Iceland,ISL,2023,1.2901311,Europe
India,IND,1990,5.1055975,Asia
India,IND,1991,5.4952464,Asia
India,IND,1992,5.5028086,Asia
India,IND,1993,5.199658,Asia
India,IND,1994,5.0424805,Asia
India,IND,1995,4.8303604,Asia
India,IND,1996,4.78851,Asia
India,IND,1997,4.745911,Asia
India,IND,1998,4.838882,Asia
India,IND,1999,4.602178,Asia
India,IND,2000,4.552979,Asia
India,IND,2001,4.3065276,Asia
India,IND,2002,4.1669083,Asia
India,IND,2003,3.9694557,Asia
India,IND,2004,4.09246,Asia
India,IND,2005,3.9054234,Asia
India,IND,2006,3.833388,Asia
India,IND,2007,3.8097684,Asia
India,IND,2008,3.8080819,Asia
India,IND,2009,3.739133,Asia
India,IND,2010,3.7362838,Asia
India,IND,2011,3.77728,Asia
India,IND,2012,3.7130637,Asia
India,IND,2013,3.5404348,Asia
India,IND,2014,3.6086888,Asia
India,IND,2015,3.3412788,Asia
India,IND,2016,3.14894,Asia
India,IND,2017,3.0766573,Asia
India,IND,2018,3.0299149,Asia
India,IND,2019,2.9499717,Asia
India,IND,2020,2.9352973,Asia
India,IND,2021,2.9224923,Asia
India,IND,2022,2.8153043,Asia
Indonesia,IDN,1998,0.83783394,Asia
Indonesia,IDN,1999,0.98119915,Asia
Indonesia,IDN,2000,1.0200031,Asia
Indonesia,IDN,2003,0.72651166,Asia
Indonesia,IDN,2004,0.6225687,Asia
Indonesia,IDN,2022,0.30376875,Asia
Iran,IRN,2009,2.897022,Asia
Iran,IRN,2013,2.5331194,Asia
Iran,IRN,2014,2.3754005,Asia
Iraq,IRQ,1990,6.643458,Asia
Iraq,IRQ,1991,6.5907764,Asia
Iraq,IRQ,1992,7.6335273,Asia
Iraq,IRQ,1993,5.822554,Asia
Iraq,IRQ,1994,6.2910237,Asia
Iraq,IRQ,2008,15.8641205,Asia
Iraq,IRQ,2009,8.496848,Asia
Iraq,IRQ,2010,8.66796,Asia
Iraq,IRQ,2011,8.189936,Asia
Iraq,IRQ,2012,8.013705,Asia
Iraq,IRQ,2013,9.463752,Asia
Iraq (Central Iraq),,2008,17.702412,
Iraq (Central Iraq),,2009,9.428223,
Iraq (Central Iraq),,2010,9.486971,
Iraq (Central Iraq),,2011,9.035212,
Iraq (Central Iraq),,2012,8.899374,
Iraq (Central Iraq),,2013,10.569668,
Iraq (Central Iraq),,2014,9.576722,
Iraq (Central Iraq),,2018,18.750805,
Iraq (Central Iraq),,2019,15.734062,
Iraq (Central Iraq),,2020,11.846596,
Iraq (Central Iraq),,2021,15.397406,
Iraq (Kurdistan Region),,2008,3.5387208,
Iraq (Kurdistan Region),,2009,2.2757561,
Iraq (Kurdistan Region),,2010,3.1692934,
Iraq (Kurdistan Region),,2011,2.572451,
Iraq (Kurdistan Region),,2012,2.1839025,
Iraq (Kurdistan Region),,2013,2.246246,
Ireland,IRL,1990,0.4837767,Europe
Ireland,IRL,1991,0.65077275,Europe
Ireland,IRL,1992,0.7025588,Europe
Ireland,IRL,1993,0.6431548,Europe
Ireland,IRL,1994,0.6963485,Europe
Ireland,IRL,1995,1.1909058,Europe
Ireland,IRL,1996,1.1543189,Europe
Ireland,IRL,1997,1.034776,Europe
Ireland,IRL,1998,1.0239625,Europe
Ireland,IRL,1999,1.0125402,Europe
Ireland,IRL,2000,0.9730223,Europe
Ireland,IRL,2001,1.3461107,Europe
Ireland,IRL,2002,1.3236797,Europe
Ireland,IRL,2003,0.9266367,Europe
Ireland,IRL,2004,0.7378142,Europe
Ireland,IRL,2005,1.2514187,Europe
Ireland,IRL,2006,1.4524064,Europe
Ireland,IRL,2007,1.7753447,Europe
Ireland,IRL,2008,1.1368704,Europe
Ireland,IRL,2009,1.1690097,Europe
Ireland,IRL,2010,1.1844496,Europe
Ireland,IRL,2011,0.91711015,Europe
Ireland,IRL,2012,1.1086638,Europe
Ireland,IRL,2013,1.0162851,Europe
Ireland,IRL,2014,1.0089651,Europe
Ireland,IRL,2015,0.5741643,Europe
Ireland,IRL,2016,0.6942249,Europe
Ireland,IRL,2017,0.789978,Europe
Ireland,IRL,2018,0.77987826,Europe
Ireland,IRL,2019,0.64862794,Europe
Ireland,IRL,2020,0.6221643,Europe
Ireland,IRL,2021,0.4375127,Europe
Ireland,IRL,2022,0.8610541,Europe
Ireland,IRL,2023,0.6542702,Europe
Isle of Man,IMN,2011,1.1850798,Europe
Isle of Man,IMN,2012,2.3715086,Europe
Isle of Man,IMN,2013,2.3769484,Europe
Isle of Man,IMN,2014,3.576005,Europe
Isle of Man,IMN,2015,1.1962724,Europe
Isle of Man,IMN,2016,0,Europe
Israel,ISR,1990,3.2343242,Asia
Israel,ISR,1991,2.3431504,Asia
Israel,ISR,1992,3.005706,Asia
Israel,ISR,1993,2.7722917,Asia
Israel,ISR,1994,2.683689,Asia
Israel,ISR,1995,2.0916054,Asia
Israel,ISR,1996,2.1274462,Asia
Israel,ISR,1997,2.7627866,Asia
Israel,ISR,1998,2.5387988,Asia
Israel,ISR,1999,2.3040388,Asia
Israel,ISR,2000,2.5199673,Asia
Israel,ISR,2001,3.083076,Asia
Israel,ISR,2002,3.2562482,Asia
Israel,ISR,2003,2.6296284,Asia
Israel,ISR,2004,2.4035964,Asia
Israel,ISR,2005,2.5118136,Asia
Israel,ISR,2006,2.2355244,Asia
Israel,ISR,2007,1.9389713,Asia
Israel,ISR,2008,1.6942881,Asia
Israel,ISR,2009,1.9983081,Asia
Israel,ISR,2010,2.044506,Asia
Israel,ISR,2011,1.9676021,Asia
Israel,ISR,2012,1.6824881,Asia
Israel,ISR,2013,1.690458,Asia
Israel,ISR,2014,1.6334947,Asia
Israel,ISR,2015,1.4901448,Asia
Israel,ISR,2016,1.3398286,Asia
Israel,ISR,2017,1.6264447,Asia
Israel,ISR,2018,1.4570979,Asia
Israel,ISR,2019,1.6402013,Asia
Israel,ISR,2020,1.6703832,Asia
Israel,ISR,2021,1.9344902,Asia
Israel,ISR,2022,1.6258106,Asia
Italy,ITA,1990,3.1456325,Europe
Italy,ITA,1991,3.3955088,Europe
Italy,ITA,1992,2.583808,Europe
Italy,ITA,1993,1.8733351,Europe
Italy,ITA,1994,1.6875613,Europe
Italy,ITA,1995,1.7629635,Europe
Italy,ITA,1996,1.6671888,Europe
Italy,ITA,1997,1.52651,Europe
Italy,ITA,1998,1.553783,Europe
Italy,ITA,1999,1.4307977,Europe
Italy,ITA,2000,1.3374727,Europe
Italy,ITA,2001,1.2372229,Europe
Italy,ITA,2002,1.1215482,Europe
Italy,ITA,2005,1.0423841,Europe
Italy,ITA,2006,1.0637496,Europe
Italy,ITA,2007,1.0675244,Europe
Italy,ITA,2008,1.032543,Europe
Italy,ITA,2009,0.984909,Europe
Italy,ITA,2010,0.87926024,Europe
Italy,ITA,2011,0.91439354,Europe
Italy,ITA,2012,0.875577,Europe
Italy,ITA,2013,0.82764715,Europe
Italy,ITA,2014,0.7829992,Europe
Italy,ITA,2015,0.77424276,Europe
Italy,ITA,2016,0.6680103,Europe
Italy,ITA,2017,0.62261635,Europe
Italy,ITA,2018,0.5955788,Europe
Italy,ITA,2019,0.5271899,Europe
Italy,ITA,2020,0.4756916,Europe
Italy,ITA,2021,0.5072883,Europe
Italy,ITA,2022,0.54009527,Europe
Italy,ITA,2023,0.56807244,Europe
Jamaica,JAM,1990,22.858324,North America
Jamaica,JAM,1991,23.574802,North America
Jamaica,JAM,1992,26.06507,North America
Jamaica,JAM,1993,26.817251,North America
Jamaica,JAM,1994,27.957106,North America
Jamaica,JAM,1995,31.198122,North America
Jamaica,JAM,1996,36.641464,North America
Jamaica,JAM,1997,40.740265,North America
Jamaica,JAM,1998,33.42756,North America
Jamaica,JAM,1999,32.975582,North America
Jamaica,JAM,2000,34.013004,North America
Jamaica,JAM,2001,43.400345,North America
Jamaica,JAM,2002,39.574768,North America
Jamaica,JAM,2003,36.70073,North America
Jamaica,JAM,2004,55.04776,North America
Jamaica,JAM,2005,62.298443,North America
Jamaica,JAM,2006,49.61185,North America
Jamaica,JAM,2007,58.36833,North America
Jamaica,JAM,2008,59.399014,North America
Jamaica,JAM,2009,61.490795,North America
Jamaica,JAM,2010,52.645607,North America
Jamaica,JAM,2011,41.043385,North America
Jamaica,JAM,2012,39.748524,North America
Jamaica,JAM,2013,43.18014,North America
Jamaica,JAM,2014,35.973167,North America
Jamaica,JAM,2015,43.13953,North America
Jamaica,JAM,2016,48.186512,North America
Jamaica,JAM,2017,58.492126,North America
Jamaica,JAM,2018,45.707638,North America
Jamaica,JAM,2019,47.462677,North America
Jamaica,JAM,2020,47.090176,North America
Jamaica,JAM,2021,51.943813,North America
Jamaica,JAM,2022,53.1146,North America
Jamaica,JAM,2023,49.299488,North America
Japan,JPN,1990,0.54781306,Asia
Japan,JPN,1991,0.5157807,Asia
Japan,JPN,1992,0.54106766,Asia
Japan,JPN,1993,0.5727333,Asia
Japan,JPN,1994,0.59942436,Asia
Japan,JPN,1995,0.5760998,Asia
Japan,JPN,1996,0.5175618,Asia
Japan,JPN,1997,0.5623053,Asia
Japan,JPN,1998,0.6124101,Asia
Japan,JPN,1999,0.5804345,Asia
Japan,JPN,2000,0.5337415,Asia
Japan,JPN,2001,0.547697,Asia
Japan,JPN,2002,0.5192784,Asia
Japan,JPN,2003,0.5459334,Asia
Japan,JPN,2004,0.54688084,Asia
Japan,JPN,2005,0.5026841,Asia
Japan,JPN,2006,0.48360416,Asia
Japan,JPN,2007,0.44813052,Asia
Japan,JPN,2008,0.5103156,Asia
Japan,JPN,2009,0.39471897,Asia
Japan,JPN,2010,0.36275616,Asia
Japan,JPN,2011,0.34505254,Asia
Japan,JPN,2012,0.33534414,Asia
Japan,JPN,2013,0.28968793,Asia
Japan,JPN,2014,0.30983648,Asia
Japan,JPN,2015,0.28520724,Asia
Japan,JPN,2016,0.2846808,Asia
Japan,JPN,2017,0.24082221,Asia
Japan,JPN,2018,0.26317152,Asia
Japan,JPN,2019,0.251777,Asia
Japan,JPN,2020,0.2517724,Asia
Japan,JPN,2021,0.22676758,Asia
Japan,JPN,2022,0.23120448,Asia
Japan,JPN,2023,0.2291532,Asia
Jordan,JOR,1990,3.313171,Asia
Jordan,JOR,1991,3.0905588,Asia
Jordan,JOR,1992,3.4159522,Asia
Jordan,JOR,1993,3.7948313,Asia
Jordan,JOR,1994,4.318844,Asia
Jordan,JOR,1995,0.73651713,Asia
Jordan,JOR,1996,0.91602755,Asia
Jordan,JOR,1997,0.8322954,Asia
Jordan,JOR,2007,1.6404903,Asia
Jordan,JOR,2008,1.7167711,Asia
Jordan,JOR,2009,1.4282206,Asia
Jordan,JOR,2010,1.7541351,Asia
Jordan,JOR,2011,1.8982881,Asia
Jordan,JOR,2012,2.2142768,Asia
Jordan,JOR,2013,2.0521011,Asia
Jordan,JOR,2014,2.0815063,Asia
