Entity,Code,Year,Gini coefficient,World region according to OWID
Albania,ALB,1996,0.27010342478752136,Europe
Albania,ALB,2002,0.3173897862434387,Europe
Albania,ALB,2005,0.30595654249191284,Europe
Albania,ALB,2008,0.29984670877456665,Europe
Albania,ALB,2012,0.2896048426628113,Europe
Albania,ALB,2014,0.3459889590740204,Europe
Albania,ALB,2015,0.32753732800483704,Europe
Albania,ALB,2016,0.33736297488212585,Europe
Albania,ALB,2017,0.33055663108825684,Europe
Albania,ALB,2018,0.30148282647132874,Europe
Albania,ALB,2019,0.301157683134079,Europe
Albania,ALB,2020,0.29419630765914917,Europe
Algeria,DZA,1988,0.37356993556022644,Africa
Algeria,DZA,1995,0.353300541639328,Africa
Algeria,DZA,2011,0.27615731954574585,Africa
Angola,AGO,2000,0.5194514989852905,Africa
Angola,AGO,2008,0.42715513706207275,Africa
Angola,AGO,2018,0.5126428604125977,Africa
Argentina (urban),,1980,0.40830859541893005,
Argentina (urban),,1986,0.427975058555603,
Argentina (urban),,1987,0.45267289876937866,
Argentina (urban),,1991,0.46754273772239685,
Argentina (urban),,1992,0.4545484185218811,
Argentina (urban),,1993,0.44843095541000366,
Argentina (urban),,1994,0.45898041129112244,
Argentina (urban),,1995,0.4887809753417969,
Argentina (urban),,1996,0.49490517377853394,
Argentina (urban),,1997,0.490852415561676,
Argentina (urban),,1998,0.507127046585083,
Argentina (urban),,1999,0.4976562261581421,
Argentina (urban),,2000,0.5103796124458313,
Argentina (urban),,2001,0.5329303741455078,
Argentina (urban),,2002,0.5375955104827881,
Argentina (urban),,2003,0.5099445581436157,
Argentina (urban),,2004,0.48483532667160034,
Argentina (urban),,2005,0.4781028628349304,
Argentina (urban),,2006,0.46444496512413025,
Argentina (urban),,2007,0.46282586455345154,
Argentina (urban),,2008,0.4498676359653473,
Argentina (urban),,2009,0.4375893771648407,
Argentina (urban),,2010,0.43676555156707764,
Argentina (urban),,2011,0.42737919092178345,
Argentina (urban),,2012,0.41437363624572754,
Argentina (urban),,2013,0.41086459159851074,
Argentina (urban),,2014,0.41822484135627747,
Argentina (urban),,2016,0.4234500825405121,
Argentina (urban),,2017,0.41434797644615173,
Argentina (urban),,2018,0.41718968749046326,
Argentina (urban),,2019,0.4331413507461548,
Argentina (urban),,2020,0.42743685841560364,
Argentina (urban),,2021,0.4244556128978729,
Argentina (urban),,2022,0.4073646068572998,
Argentina (urban),,2023,0.4239097535610199,
Argentina (urban),,2024,0.423533171415329,
Armenia,ARM,1999,0.36219725012779236,Asia
Armenia,ARM,2001,0.35364359617233276,Asia
Armenia,ARM,2002,0.3477967381477356,Asia
Armenia,ARM,2003,0.3302808701992035,Asia
Armenia,ARM,2004,0.37505632638931274,Asia
Armenia,ARM,2005,0.3599235415458679,Asia
Armenia,ARM,2006,0.29709985852241516,Asia
Armenia,ARM,2007,0.31226056814193726,Asia
Armenia,ARM,2008,0.29188141226768494,Asia
Armenia,ARM,2009,0.28015878796577454,Asia
Armenia,ARM,2010,0.299925833940506,Asia
Armenia,ARM,2011,0.2935294508934021,Asia
Armenia,ARM,2012,0.2960226237773895,Asia
Armenia,ARM,2013,0.30579662322998047,Asia
Armenia,ARM,2014,0.3148328959941864,Asia
Armenia,ARM,2015,0.3235677182674408,Asia
Armenia,ARM,2016,0.3254794776439667,Asia
Armenia,ARM,2017,0.33621838688850403,Asia
Armenia,ARM,2018,0.34433498978614807,Asia
Armenia,ARM,2019,0.3003121316432953,Asia
Armenia,ARM,2020,0.25131604075431824,Asia
Armenia,ARM,2021,0.2794013023376465,Asia
Armenia,ARM,2022,0.27945294976234436,Asia
Armenia,ARM,2023,0.27154651284217834,Asia
Australia,AUS,1981,0.3132469356060028,Oceania
Australia,AUS,1985,0.3249635100364685,Oceania
Australia,AUS,1989,0.33151867985725403,Oceania
Australia,AUS,1995,0.3257850110530853,Oceania
Australia,AUS,2001,0.33461928367614746,Oceania
Australia,AUS,2003,0.3349674940109253,Oceania
Australia,AUS,2004,0.3305571973323822,Oceania
Australia,AUS,2008,0.3542850911617279,Oceania
Australia,AUS,2010,0.3465672731399536,Oceania
Australia,AUS,2014,0.34398162364959717,Oceania
Australia,AUS,2016,0.3368518650531769,Oceania
Australia,AUS,2018,0.34332525730133057,Oceania
Australia,AUS,2020,0.33829018473625183,Oceania
Austria,AUT,1994,0.30828019976615906,Europe
Austria,AUT,1995,0.2991432845592499,Europe
Austria,AUT,1996,0.29317808151245117,Europe
Austria,AUT,1997,0.29065367579460144,Europe
Austria,AUT,1998,0.3134077191352844,Europe
Austria,AUT,1999,0.2967053949832916,Europe
Austria,AUT,2000,0.2896469235420227,Europe
Austria,AUT,2003,0.29465627670288086,Europe
Austria,AUT,2004,0.29788845777511597,Europe
Austria,AUT,2005,0.28715208172798157,Europe
Austria,AUT,2006,0.295875608921051,Europe
Austria,AUT,2007,0.30579450726509094,Europe
Austria,AUT,2008,0.3043709397315979,Europe
Austria,AUT,2009,0.31494906544685364,Europe
Austria,AUT,2010,0.3025166392326355,Europe
Austria,AUT,2011,0.3080105781555176,Europe
Austria,AUT,2012,0.30475616455078125,Europe
Austria,AUT,2013,0.3075290620326996,Europe
Austria,AUT,2014,0.30535373091697693,Europe
Austria,AUT,2015,0.3053083121776581,Europe
Austria,AUT,2016,0.3079513907432556,Europe
Austria,AUT,2017,0.2973693013191223,Europe
Austria,AUT,2018,0.30847421288490295,Europe
Austria,AUT,2019,0.3021051585674286,Europe
Austria,AUT,2020,0.29800698161125183,Europe
Austria,AUT,2021,0.3070168197154999,Europe
Austria,AUT,2022,0.30892929434776306,Europe
Austria,AUT,2023,0.3120467960834503,Europe
Azerbaijan,AZE,1995,0.34648823738098145,Asia
Azerbaijan,AZE,2001,0.3645493686199188,Asia
Azerbaijan,AZE,2002,0.2527766525745392,Asia
Azerbaijan,AZE,2003,0.26832878589630127,Asia
Azerbaijan,AZE,2004,0.2662159204483032,Asia
Azerbaijan,AZE,2005,0.26554906368255615,Asia
Bangladesh,BGD,1983,0.2587648928165436,Asia
Bangladesh,BGD,1985,0.2691749632358551,Asia
Bangladesh,BGD,1988,0.2884654700756073,Asia
Bangladesh,BGD,1991,0.27570804953575134,Asia
Bangladesh,BGD,1995,0.32942983508110046,Asia
Bangladesh,BGD,2000,0.334065318107605,Asia
Bangladesh,BGD,2005,0.33201292157173157,Asia
Bangladesh,BGD,2010,0.32130318880081177,Asia
Bangladesh,BGD,2016,0.3238527178764343,Asia
Bangladesh,BGD,2022,0.30930253863334656,Asia
Barbados,BRB,2016,0.3406803607940674,North America
Belarus,BLR,1998,0.32018348574638367,Europe
Belarus,BLR,1999,0.31738147139549255,Europe
Belarus,BLR,2000,0.3116748332977295,Europe
Belarus,BLR,2001,0.3057672381401062,Europe
Belarus,BLR,2002,0.3033624291419983,Europe
Belarus,BLR,2003,0.2882101237773895,Europe
Belarus,BLR,2004,0.2647988498210907,Europe
Belarus,BLR,2005,0.27553409337997437,Europe
Belarus,BLR,2006,0.28275442123413086,Europe
Belarus,BLR,2007,0.29612380266189575,Europe
Belarus,BLR,2008,0.2782604396343231,Europe
Belarus,BLR,2009,0.2768930494785309,Europe
Belarus,BLR,2010,0.28566598892211914,Europe
Belarus,BLR,2011,0.271525502204895,Europe
Belarus,BLR,2012,0.2652619779109955,Europe
Belarus,BLR,2013,0.265750527381897,Europe
Belarus,BLR,2014,0.27176666259765625,Europe
Belarus,BLR,2015,0.25633224844932556,Europe
Belarus,BLR,2016,0.25306615233421326,Europe
Belarus,BLR,2017,0.2544457018375397,Europe
Belarus,BLR,2018,0.2524052560329437,Europe
Belarus,BLR,2019,0.25277847051620483,Europe
Belarus,BLR,2020,0.24383355677127838,Europe
Belgium,BEL,1985,0.25203850865364075,Europe
Belgium,BEL,1988,0.2571166455745697,Europe
Belgium,BEL,1992,0.24946482479572296,Europe
Belgium,BEL,1995,0.2841081917285919,Europe
Belgium,BEL,1997,0.2683219611644745,Europe
Belgium,BEL,2000,0.33135977387428284,Europe
Belgium,BEL,2003,0.28143343329429626,Europe
Belgium,BEL,2004,0.3054142892360687,Europe
Belgium,BEL,2005,0.29336920380592346,Europe
Belgium,BEL,2006,0.2805405259132385,Europe
Belgium,BEL,2007,0.2923767864704132,Europe
Belgium,BEL,2008,0.28373730182647705,Europe
Belgium,BEL,2009,0.28551191091537476,Europe
Belgium,BEL,2010,0.2837482988834381,Europe
Belgium,BEL,2011,0.28060439229011536,Europe
Belgium,BEL,2012,0.2749049961566925,Europe
Belgium,BEL,2013,0.2766885757446289,Europe
Belgium,BEL,2014,0.2813401222229004,Europe
Belgium,BEL,2015,0.2772930860519409,Europe
Belgium,BEL,2016,0.2758074104785919,Europe
Belgium,BEL,2017,0.27387648820877075,Europe
Belgium,BEL,2018,0.2721419930458069,Europe
Belgium,BEL,2019,0.2721955478191376,Europe
Belgium,BEL,2020,0.2595827877521515,Europe
Belgium,BEL,2021,0.2657763361930847,Europe
Belgium,BEL,2022,0.26375555992126465,Europe
Belgium,BEL,2023,0.26823103427886963,Europe
Belize,BLZ,1995,0.5754764676094055,North America
Belize,BLZ,2018,0.39949584007263184,North America
Benin,BEN,2003,0.3857746720314026,Africa
Benin,BEN,2011,0.4343927502632141,Africa
Benin,BEN,2015,0.4760386049747467,Africa
Benin,BEN,2018,0.37948644161224365,Africa
Benin,BEN,2021,0.3439580798149109,Africa
Bhutan,BTN,2003,0.40898001194000244,Asia
Bhutan,BTN,2007,0.38090771436691284,Asia
Bhutan,BTN,2012,0.3880932629108429,Asia
Bhutan,BTN,2017,0.3744140863418579,Asia
Bhutan,BTN,2022,0.2845992147922516,Asia
Bolivia,BOL,1997,0.5814171433448792,South America
Bolivia,BOL,1999,0.5803599953651428,South America
Bolivia,BOL,2000,0.6156523823738098,South America
Bolivia,BOL,2001,0.5736684203147888,South America
Bolivia,BOL,2002,0.5927492380142212,South America
Bolivia,BOL,2004,0.5500035285949707,South America
Bolivia,BOL,2005,0.5851856470108032,South America
Bolivia,BOL,2006,0.566602885723114,South America
Bolivia,BOL,2007,0.5453250408172607,South America
Bolivia,BOL,2008,0.5081493854522705,South America
Bolivia,BOL,2009,0.4922029674053192,South America
Bolivia,BOL,2011,0.4608036279678345,South America
Bolivia,BOL,2012,0.4657996892929077,South America
Bolivia,BOL,2013,0.475885808467865,South America
Bolivia,BOL,2014,0.47829169034957886,South America
Bolivia,BOL,2015,0.4673164486885071,South America
Bolivia,BOL,2016,0.45240822434425354,South America
Bolivia,BOL,2017,0.44617795944213867,South America
Bolivia,BOL,2018,0.4257908761501312,South America
Bolivia,BOL,2019,0.41644302010536194,South America
Bolivia,BOL,2020,0.4364543855190277,South America
Bolivia,BOL,2021,0.4091332256793976,South America
Bolivia,BOL,2022,0.41208377480506897,South America
Bolivia,BOL,2023,0.42050114274024963,South America
Bolivia (urban),,1990,0.42035722732543945,
Bolivia (urban),,1992,0.49072396755218506,
Bosnia and Herzegovina,BIH,2001,0.2996641993522644,Europe
Bosnia and Herzegovina,BIH,2004,0.3403748869895935,Europe
Bosnia and Herzegovina,BIH,2007,0.3306158781051636,Europe
Bosnia and Herzegovina,BIH,2011,0.33030185103416443,Europe
Botswana,BWA,1985,0.542120099067688,Africa
Botswana,BWA,1993,0.6014758944511414,Africa
Botswana,BWA,2002,0.6153864860534668,Africa
Botswana,BWA,2009,0.5693109035491943,Africa
Botswana,BWA,2015,0.5490735769271851,Africa
Brazil,BRA,1981,0.5786404609680176,South America
Brazil,BRA,1982,0.5835609436035156,South America
Brazil,BRA,1983,0.5890397429466248,South America
Brazil,BRA,1984,0.5829911828041077,South America
Brazil,BRA,1985,0.5552642345428467,South America
Brazil,BRA,1986,0.5843289494514465,South America
Brazil,BRA,1987,0.5964314937591553,South America
Brazil,BRA,1988,0.6137229800224304,South America
Brazil,BRA,1989,0.6324578523635864,South America
Brazil,BRA,1990,0.6045087575912476,South America
Brazil,BRA,1992,0.5310341715812683,South America
Brazil,BRA,1993,0.6006689667701721,South America
Brazil,BRA,1995,0.5953119397163391,South America
Brazil,BRA,1996,0.5983837842941284,South America
Brazil,BRA,1997,0.597547173500061,South America
Brazil,BRA,1998,0.595662534236908,South America
Brazil,BRA,1999,0.5895122289657593,South America
Brazil,BRA,2001,0.5840287804603577,South America
Brazil,BRA,2002,0.5810567140579224,South America
Brazil,BRA,2003,0.5755338668823242,South America
Brazil,BRA,2004,0.5647182464599609,South America
Brazil,BRA,2005,0.5631012916564941,South America
Brazil,BRA,2006,0.5564221143722534,South America
Brazil,BRA,2007,0.5491916537284851,South America
Brazil,BRA,2008,0.5403758883476257,South America
Brazil,BRA,2009,0.5368199944496155,South America
Brazil,BRA,2011,0.5294176936149597,South America
Brazil,BRA,2012,0.5343539118766785,South America
Brazil,BRA,2013,0.5268340110778809,South America
Brazil,BRA,2014,0.520297110080719,South America
Brazil,BRA,2015,0.519265353679657,South America
Brazil,BRA,2016,0.5336719155311584,South America
Brazil,BRA,2017,0.5332115888595581,South America
Brazil,BRA,2018,0.5388841032981873,South America
Brazil,BRA,2019,0.5350940823554993,South America
Brazil,BRA,2020,0.48902028799057007,South America
Brazil,BRA,2021,0.5293880701065063,South America
Brazil,BRA,2022,0.5201530456542969,South America
Brazil,BRA,2023,0.5163943767547607,South America
Bulgaria,BGR,1992,0.30714309215545654,Europe
Bulgaria,BGR,2006,0.3568882644176483,Europe
Bulgaria,BGR,2007,0.3609587848186493,Europe
Bulgaria,BGR,2008,0.33572569489479065,Europe
Bulgaria,BGR,2009,0.33823075890541077,Europe
Bulgaria,BGR,2010,0.3565346598625183,Europe
Bulgaria,BGR,2011,0.34274977445602417,Europe
Bulgaria,BGR,2012,0.36010974645614624,Europe
Bulgaria,BGR,2013,0.36570894718170166,Europe
Bulgaria,BGR,2014,0.3741585314273834,Europe
Bulgaria,BGR,2015,0.38564378023147583,Europe
Bulgaria,BGR,2016,0.40589675307273865,Europe
Bulgaria,BGR,2017,0.4037896394729614,Europe
Bulgaria,BGR,2018,0.41284075379371643,Europe
Bulgaria,BGR,2019,0.4027111828327179,Europe
Bulgaria,BGR,2020,0.4052315354347229,Europe
Bulgaria,BGR,2021,0.39005446434020996,Europe
Bulgaria,BGR,2022,0.38201501965522766,Europe
Bulgaria,BGR,2023,0.3947053551673889,Europe
Burkina Faso,BFA,1994,0.48017555475234985,Africa
Burkina Faso,BFA,1998,0.4986853003501892,Africa
Burkina Faso,BFA,2003,0.43251150846481323,Africa
Burkina Faso,BFA,2009,0.3976069986820221,Africa
Burkina Faso,BFA,2014,0.3530122637748718,Africa
Burkina Faso,BFA,2018,0.4301673173904419,Africa
Burkina Faso,BFA,2021,0.37391287088394165,Africa
Burundi,BDI,1992,0.3333381116390228,Africa
Burundi,BDI,1998,0.4205813705921173,Africa
Burundi,BDI,2006,0.33359864354133606,Africa
Burundi,BDI,2013,0.38623976707458496,Africa
Burundi,BDI,2020,0.3745608627796173,Africa
Cameroon,CMR,1996,0.4444674551486969,Africa
Cameroon,CMR,2001,0.42136794328689575,Africa
Cameroon,CMR,2007,0.4282006323337555,Africa
Cameroon,CMR,2014,0.46640872955322266,Africa
Cameroon,CMR,2021,0.4217607378959656,Africa
Canada,CAN,1971,0.3724672198295593,North America
Canada,CAN,1973,0.3490181565284729,North America
Canada,CAN,1975,0.34087201952934265,North America
Canada,CAN,1977,0.33729296922683716,North America
Canada,CAN,1979,0.3346913754940033,North America
Canada,CAN,1981,0.3296307921409607,North America
Canada,CAN,1982,0.3293059766292572,North America
Canada,CAN,1984,0.3351842761039734,North America
Canada,CAN,1985,0.33174872398376465,North America
Canada,CAN,1986,0.3167581260204315,North America
Canada,CAN,1987,0.3165387213230133,North America
Canada,CAN,1988,0.31197869777679443,North America
Canada,CAN,1989,0.3101251423358917,North America
Canada,CAN,1990,0.3136535584926605,North America
Canada,CAN,1991,0.31943389773368835,North America
Canada,CAN,1992,0.31564316153526306,North America
Canada,CAN,1993,0.31675922870635986,North America
Canada,CAN,1994,0.31303805112838745,North America
Canada,CAN,1995,0.31509578227996826,North America
Canada,CAN,1996,0.3276805281639099,North America
Canada,CAN,1997,0.3311694264411926,North America
Canada,CAN,1998,0.3321724534034729,North America
Canada,CAN,1999,0.33060935139656067,North America
Canada,CAN,2000,0.3341829478740692,North America
Canada,CAN,2001,0.3355478346347809,North America
Canada,CAN,2002,0.33560308814048767,North America
Canada,CAN,2003,0.33809465169906616,North America
Canada,CAN,2004,0.33776482939720154,North America
Canada,CAN,2005,0.33621805906295776,North America
Canada,CAN,2006,0.34090539813041687,North America
Canada,CAN,2007,0.33841007947921753,North America
Canada,CAN,2008,0.33930566906929016,North America
Canada,CAN,2009,0.33952152729034424,North America
Canada,CAN,2010,0.33592602610588074,North America
Canada,CAN,2011,0.3265707790851593,North America
Canada,CAN,2012,0.3353901207447052,North America
Canada,CAN,2013,0.33798980712890625,North America
Canada,CAN,2014,0.33157604932785034,North America
Canada,CAN,2015,0.337464839220047,North America
Canada,CAN,2016,0.32701823115348816,North America
Canada,CAN,2017,0.33308205008506775,North America
Canada,CAN,2018,0.32509270310401917,North America
Canada,CAN,2019,0.31749647855758667,North America
Canada,CAN,2020,0.2985168397426605,North America
Canada,CAN,2021,0.3111463487148285,North America
Cape Verde,CPV,2001,0.5249522924423218,Africa
Cape Verde,CPV,2007,0.4718738794326782,Africa
Cape Verde,CPV,2015,0.4238108694553375,Africa
Central African Republic,CAF,1992,0.596851110458374,Africa
Central African Republic,CAF,2008,0.5619515180587769,Africa
Central African Republic,CAF,2021,0.4303445816040039,Africa
Chad,TCD,2003,0.3981172740459442,Africa
Chad,TCD,2011,0.43320271372795105,Africa
Chad,TCD,2018,0.3749915361404419,Africa
Chad,TCD,2022,0.3735768496990204,Africa
Chile,CHL,1987,0.5619359612464905,South America
Chile,CHL,1990,0.5723575949668884,South America
Chile,CHL,1992,0.5480666160583496,South America
Chile,CHL,1994,0.5642126798629761,South America
Chile,CHL,1996,0.5486896634101868,South America
Chile,CHL,1998,0.5551680326461792,South America
Chile,CHL,2000,0.5275869369506836,South America
Chile,CHL,2003,0.5147556066513062,South America
Chile,CHL,2006,0.47706884145736694,South America
Chile,CHL,2009,0.4740466773509979,South America
Chile,CHL,2011,0.46868157386779785,South America
Chile,CHL,2013,0.4682393968105316,South America
Chile,CHL,2015,0.45343348383903503,South America
Chile,CHL,2017,0.45269984006881714,South America
Chile,CHL,2020,0.47004908323287964,South America
Chile,CHL,2022,0.43042781949043274,South America
China,CHN,1981,0.2816409766674042,Asia
China,CHN,1984,0.2710230052471161,Asia
China,CHN,1987,0.2938595712184906,Asia
China,CHN,1990,0.32226619124412537,Asia
China,CHN,1993,0.33877798914909363,Asia
China,CHN,1996,0.35227659344673157,Asia
China,CHN,1999,0.387032151222229,Asia
China,CHN,2002,0.4198572635650635,Asia
China,CHN,2005,0.4090076684951782,Asia
China,CHN,2008,0.4296503961086273,Asia
China,CHN,2010,0.43744954466819763,Asia
China,CHN,2011,0.42409223318099976,Asia
China,CHN,2012,0.42237165570259094,Asia
China,CHN,2013,0.3973639905452728,Asia
China,CHN,2014,0.39177653193473816,Asia
China,CHN,2015,0.38595303893089294,Asia
China,CHN,2016,0.38480517268180847,Asia
China,CHN,2017,0.3907577693462372,Asia
China,CHN,2018,0.38497641682624817,Asia
China,CHN,2019,0.38168343901634216,Asia
China,CHN,2020,0.37090831995010376,Asia
China,CHN,2021,0.35743752121925354,Asia
China,CHN,2022,0.360195130109787,Asia
China (rural),,1981,0.24729232490062714,
China (rural),,1984,0.26686128973960876,
China (rural),,1987,0.2945106327533722,
China (rural),,1990,0.30475813150405884,
China (rural),,1993,0.2804392874240875,
China (rural),,1996,0.3362043797969818,
China (rural),,1999,0.3538941740989685,
China (rural),,2002,0.38019347190856934,
China (rural),,2005,0.35849201679229736,
China (rural),,2008,0.3939904570579529,
China (rural),,2010,0.4060783088207245,
China (rural),,2011,0.3849744200706482,
China (rural),,2012,0.39497342705726624,
China (rural),,2013,0.3397101163864136,
China (rural),,2014,0.3375639021396637,
China (rural),,2015,0.33242806792259216,
China (rural),,2016,0.33179837465286255,
China (rural),,2017,0.3425598442554474,
China (rural),,2018,0.33541563153266907,
China (rural),,2019,0.3267486095428467,
China (rural),,2020,0.31574252247810364,
China (rural),,2021,0.3040403723716736,
China (rural),,2022,0.31691938638687134,
China (urban),,1981,0.18508829176425934,
China (urban),,1984,0.17744046449661255,
China (urban),,1987,0.20129786431789398,
China (urban),,1990,0.25594639778137207,
China (urban),,1993,0.284663587808609,
China (urban),,1996,0.29089227318763733,
China (urban),,1999,0.3154756426811218,
China (urban),,2002,0.3339574933052063,
China (urban),,2005,0.34735891222953796,
China (urban),,2008,0.35154303908348083,
China (urban),,2010,0.35744521021842957,
China (urban),,2011,0.3555922508239746,
China (urban),,2012,0.3535335063934326,
China (urban),,2013,0.36686229705810547,
China (urban),,2014,0.36429673433303833,
China (urban),,2015,0.36156222224235535,
China (urban),,2016,0.361248254776001,
China (urban),,2017,0.36941930651664734,
China (urban),,2018,0.36906132102012634,
China (urban),,2019,0.3705255687236786,
China (urban),,2020,0.36667653918266296,
China (urban),,2021,0.35652607679367065,
China (urban),,2022,0.35928812623023987,
Colombia,COL,1992,0.5134726166725159,South America
Colombia,COL,1996,0.5677192807197571,South America
Colombia,COL,1999,0.5852622985839844,South America
Colombia,COL,2000,0.5837996006011963,South America
Colombia,COL,2001,0.5731984376907349,South America
Colombia,COL,2002,0.5600672960281372,South America
Colombia,COL,2003,0.5357276797294617,South America
Colombia,COL,2004,0.5497446656227112,South America
Colombia,COL,2005,0.5390760898590088,South America
Colombia,COL,2008,0.5530605912208557,South America
Colombia,COL,2009,0.5428210496902466,South America
Colombia,COL,2010,0.5461633801460266,South America
Colombia,COL,2011,0.5348308682441711,South America
Colombia,COL,2012,0.5263722538948059,South America
Colombia,COL,2013,0.5262469053268433,South America
Colombia,COL,2014,0.5254296064376831,South America
Colombia,COL,2015,0.5098260045051575,South America
Colombia,COL,2016,0.5056243538856506,South America
Colombia,COL,2017,0.497065931558609,South America
Colombia,COL,2018,0.5041036605834961,South America
Colombia,COL,2019,0.5132542848587036,South America
Colombia,COL,2020,0.5348644256591797,South America
Colombia,COL,2021,0.5511702299118042,South America
Colombia,COL,2022,0.5481858253479004,South America
Colombia,COL,2023,0.5388192534446716,South America
Colombia (urban),,1980,0.5509123802185059,
Colombia (urban),,1988,0.5310616493225098,
Colombia (urban),,1989,0.5284379720687866,
Colombia (urban),,1991,0.5131889581680298,
Comoros,COM,2004,0.559238076210022,Africa
Comoros,COM,2014,0.4533218741416931,Africa
Congo,COG,2005,0.47329872846603394,Africa
Congo,COG,2011,0.4893769323825836,Africa
Costa Rica,CRI,1981,0.47494763135910034,North America
Costa Rica,CRI,1986,0.34413251280784607,North America
Costa Rica,CRI,1989,0.4546493887901306,North America
Costa Rica,CRI,1990,0.4521392583847046,North America
Costa Rica,CRI,1991,0.4655316472053528,North America
Costa Rica,CRI,1992,0.45639222860336304,North America
Costa Rica,CRI,1993,0.4592636227607727,North America
Costa Rica,CRI,1994,0.4670184552669525,North America
Costa Rica,CRI,1995,0.4565892517566681,North America
Costa Rica,CRI,1996,0.46477681398391724,North America
Costa Rica,CRI,1997,0.4557816684246063,North America
Costa Rica,CRI,1998,0.45637398958206177,North America
Costa Rica,CRI,1999,0.47630617022514343,North America
Costa Rica,CRI,2000,0.47409483790397644,North America
Costa Rica,CRI,2001,0.5150595903396606,North America
Costa Rica,CRI,2002,0.5181252956390381,North America
Costa Rica,CRI,2003,0.4930032193660736,North America
Costa Rica,CRI,2004,0.4841752052307129,North America
Costa Rica,CRI,2005,0.47510257363319397,North America
Costa Rica,CRI,2006,0.4928048253059387,North America
Costa Rica,CRI,2007,0.49312812089920044,North America
Costa Rica,CRI,2008,0.48640772700309753,North America
Costa Rica,CRI,2009,0.505546510219574,North America
Costa Rica,CRI,2010,0.48043039441108704,North America
Costa Rica,CRI,2011,0.48759201169013977,North America
Costa Rica,CRI,2012,0.4841729998588562,North America
Costa Rica,CRI,2013,0.4915180802345276,North America
Costa Rica,CRI,2014,0.4863209128379822,North America
Costa Rica,CRI,2015,0.4837394952774048,North America
Costa Rica,CRI,2016,0.4870411157608032,North America
Costa Rica,CRI,2017,0.4834520220756531,North America
Costa Rica,CRI,2018,0.47969961166381836,North America
Costa Rica,CRI,2019,0.4818985164165497,North America
Costa Rica,CRI,2020,0.49245044589042664,North America
Costa Rica,CRI,2021,0.4867802858352661,North America
Costa Rica,CRI,2022,0.47151297330856323,North America
Costa Rica,CRI,2023,0.46729329228401184,North America
Costa Rica,CRI,2024,0.4582914113998413,North America
Cote d'Ivoire,CIV,1985,0.4552096724510193,Africa
Cote d'Ivoire,CIV,1986,0.37969762086868286,Africa
Cote d'Ivoire,CIV,1987,0.4050907492637634,Africa
Cote d'Ivoire,CIV,1988,0.3688628673553467,Africa
Cote d'Ivoire,CIV,1992,0.39381957054138184,Africa
Cote d'Ivoire,CIV,1995,0.4056382179260254,Africa
Cote d'Ivoire,CIV,1998,0.38957321643829346,Africa
Cote d'Ivoire,CIV,2008,0.43179449439048767,Africa
Cote d'Ivoire,CIV,2015,0.41468459367752075,Africa
Cote d'Ivoire,CIV,2018,0.37168875336647034,Africa
Cote d'Ivoire,CIV,2021,0.3527536392211914,Africa
Croatia,HRV,1988,0.22780726850032806,Europe
Croatia,HRV,2009,0.32553601264953613,Europe
Croatia,HRV,2010,0.323729932308197,Europe
Croatia,HRV,2011,0.3225421607494354,Europe
Croatia,HRV,2012,0.32471638917922974,Europe
Croatia,HRV,2013,0.31992214918136597,Europe
Croatia,HRV,2014,0.32102909684181213,Europe
Croatia,HRV,2015,0.3111312985420227,Europe
Croatia,HRV,2016,0.30897873640060425,Europe
Croatia,HRV,2017,0.3035227358341217,Europe
Croatia,HRV,2018,0.2972862422466278,Europe
Croatia,HRV,2019,0.2890828251838684,Europe
Croatia,HRV,2020,0.29543304443359375,Europe
Croatia,HRV,2021,0.28895947337150574,Europe
Croatia,HRV,2022,0.30017322301864624,Europe
Croatia,HRV,2023,0.3010595738887787,Europe
Cyprus,CYP,2004,0.3008905351161957,Europe
Cyprus,CYP,2005,0.3025941252708435,Europe
Cyprus,CYP,2006,0.3112596273422241,Europe
Cyprus,CYP,2007,0.3111327290534973,Europe
Cyprus,CYP,2008,0.3170860707759857,Europe
Cyprus,CYP,2009,0.32108262181282043,Europe
Cyprus,CYP,2010,0.3145778775215149,Europe
Cyprus,CYP,2011,0.3262549936771393,Europe
Cyprus,CYP,2012,0.3431243300437927,Europe
Cyprus,CYP,2013,0.37041833996772766,Europe
Cyprus,CYP,2014,0.3556528389453888,Europe
Cyprus,CYP,2015,0.3396637737751007,Europe
Cyprus,CYP,2016,0.3289168179035187,Europe
Cyprus,CYP,2017,0.31416234374046326,Europe
Cyprus,CYP,2018,0.32739752531051636,Europe
Cyprus,CYP,2019,0.3122324049472809,Europe
Cyprus,CYP,2020,0.3172794282436371,Europe
Cyprus,CYP,2021,0.3125177025794983,Europe
Cyprus,CYP,2022,0.3153407573699951,Europe
Cyprus,CYP,2023,0.31838399171829224,Europe
Czechia,CZE,1992,0.20703282952308655,Europe
Czechia,CZE,1993,0.265534907579422,Europe
Czechia,CZE,1996,0.2579900920391083,Europe
Czechia,CZE,2002,0.2655509412288666,Europe
Czechia,CZE,2004,0.2753317952156067,Europe
Czechia,CZE,2005,0.26946017146110535,Europe
Czechia,CZE,2006,0.26744118332862854,Europe
Czechia,CZE,2007,0.2599864900112152,Europe
Czechia,CZE,2008,0.2628021240234375,Europe
Czechia,CZE,2009,0.26156675815582275,Europe
Czechia,CZE,2010,0.2662351429462433,Europe
Czechia,CZE,2011,0.26381275057792664,Europe
